"id","species","file_path","retired_id","agreement_confidence","site","easting","northing","dist2centerofcity","avg_housing_density_1k_buffer","avg_imperv_surface_1k_buffer","season","locations","date_time"
"11727","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (256).JPG","3756676",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b6df28df-8b38-4bf6-b92c-428ddf3669af.jpeg""}","2011-01-07 08:26:57 -0600"
"11728","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (257).JPG","3756677",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/247763f8-6722-409b-a310-640c60261507.jpeg""}","2011-01-07 16:11:19 -0600"
"11729","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (258).JPG","3756678",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6aac1368-28a9-4be8-8da4-1cf57ba11566.jpeg""}","2011-01-07 22:13:18 -0600"
"1173","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (208).JPG","3746122",0.857142857142857,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/60ad6ec3-2787-40d4-89a4-b196e56662a9.jpeg""}","2014-10-13 01:18:42 -0500"
"11730","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (259).JPG","3756679",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1fba88cc-4591-4bc2-8406-11f9712f5b0d.jpeg""}","2011-01-07 22:43:58 -0600"
"11733","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (261).JPG","3756682",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/761dcb29-ea14-41a0-b493-91c2a5666c3f.jpeg""}","2011-01-08 01:35:54 -0600"
"11734","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (262).JPG","3756683",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/62a6c872-c268-44c9-bedf-c8c49c8ceed2.jpeg""}","2011-01-08 01:42:04 -0600"
"11735","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (263).JPG","3756684",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f2b1985b-c77f-4e84-8225-0c60dfcbc4d6.jpeg""}","2011-01-08 03:22:53 -0600"
"11736","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (264).JPG","3756685",0.714285714285714,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fa913e30-c216-47a4-8ddd-4ca035adfb86.jpeg""}","2011-01-08 03:23:49 -0600"
"11738","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (266).JPG","3756687",0.428571428571429,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f1a0a717-9405-417f-9087-3c9ff6c24b86.jpeg""}","2011-01-08 04:10:41 -0600"
"11739","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (267).JPG","3756688",0.714285714285714,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2364fc95-8dbd-407b-8388-a112d12a7a86.jpeg""}","2011-01-08 04:18:42 -0600"
"1174","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (209).JPG","3746123",1,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/34980a19-8ce9-4acf-b25d-1de22003c2fc.jpeg""}","2014-10-13 02:47:35 -0500"
"11740","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (268).JPG","3756689",0.833333333333333,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1f5a92fa-680d-4ff3-8012-c29fe58ce832.jpeg""}","2011-01-08 04:24:16 -0600"
"11741","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (269).JPG","3756690",0.571428571428571,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bc42af94-0d09-4866-9d25-66609c4854d7.jpeg""}","2011-01-08 04:45:09 -0600"
"11742","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (27).JPG","3756691",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/562e3bf3-8da2-4f99-a36b-f30bebebafac.jpeg""}","2014-10-03 11:53:11 -0500"
"11743","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (270).JPG","3756692",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/61fe1d02-9b46-498c-9214-bd255a1f76cc.jpeg""}","2011-01-08 04:46:31 -0600"
"11744","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (271).JPG","3756693",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7f7d6862-01e8-4511-8e73-cb6db8882bed.jpeg""}","2011-01-08 05:16:41 -0600"
"11746","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (273).JPG","3756695",0.6,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0c41d047-a46d-4829-8394-1333ebc5ae44.jpeg""}","2011-01-08 23:04:23 -0600"
"11747","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (274).JPG","3756696",0.571428571428571,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/207aa23c-9a4c-4075-9094-a30b5af4b2b8.jpeg""}","2011-01-08 23:05:12 -0600"
"1175","PSSM","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (21).JPG","3746124",0.615384615384615,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/adac556b-18f7-40aa-b517-1d1632517cd5.jpeg""}","2014-10-02 20:03:35 -0500"
"11751","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (278).JPG","3756700",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fb7bfb93-9915-49e9-9e1d-dc87c6921301.jpeg""}","2011-01-09 00:09:30 -0600"
"11752","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (279).JPG","3756701",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8858192d-459c-45c4-9313-1aec9896f1ab.jpeg""}","2011-01-09 00:10:05 -0600"
"11753","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (28).JPG","3756702",0.8,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fd4b2552-4468-4dba-95c3-0996a7c08265.jpeg""}","2014-10-03 12:05:18 -0500"
"11754","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (280).JPG","3756703",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9fccc834-9695-478f-bac0-7e3b1863c1d9.jpeg""}","2011-01-09 00:20:47 -0600"
"11755","SQRRLFX","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (281).JPG","3756704",0.714285714285714,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f56e4d0f-4081-4b84-9503-ade9e7a54d84.jpeg""}","2011-01-09 03:44:47 -0600"
"11756","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (282).JPG","3756705",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e0682666-67a1-466d-bdba-67f4fcb3c933.jpeg""}","2011-01-09 03:58:05 -0600"
"11757","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (283).JPG","3756706",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bda2a077-1ab9-4df5-99ee-5a9edd6f9132.jpeg""}","2011-01-09 04:30:24 -0600"
"1176","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (210).JPG","3746125",0.857142857142857,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/eb6e5eea-f540-446c-a54e-e737d642bd2d.jpeg""}","2014-10-13 04:37:10 -0500"
"11761","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (287).JPG","3756710",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/08fb4b1d-5b8e-45b7-afb8-e1baa9909dca.jpeg""}","2011-01-10 00:13:44 -0600"
"11762","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (288).JPG","3756711",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/debfab56-b48e-4df2-b57d-4cc3dfbcfbc6.jpeg""}","2011-01-10 00:26:29 -0600"
"11767","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (292).JPG","3756716",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a73f6a18-c353-48d2-901b-bc18a1eeb1ef.jpeg""}","2011-01-10 07:17:47 -0600"
"11769","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (294).JPG","3756718",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a02bee90-fa0c-4d30-81da-c88e590085c3.jpeg""}","2011-01-10 22:34:03 -0600"
"1177","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (211).JPG","3746126",1,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3be9c7be-0e82-4944-bd21-960ce3214508.jpeg""}","2014-10-13 05:38:06 -0500"
"11770","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (295).JPG","3756719",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/48d61437-b38b-4ec3-8ecb-5c307199657d.jpeg""}","2011-01-10 22:52:12 -0600"
"11772","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (297).JPG","3756721",0.875,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8e3e3b77-0908-4d71-baa2-f1df2614b5a0.jpeg""}","2011-01-11 00:26:51 -0600"
"11773","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (298).JPG","3756722",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1c403335-273b-4e92-95e4-c9b6e3536efd.jpeg""}","2011-01-11 00:27:23 -0600"
"11774","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (299).JPG","3756723",0.833333333333333,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2eea5140-65a9-4f6f-9a05-b47161a4299f.jpeg""}","2011-01-11 00:43:09 -0600"
"11776","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (30).JPG","3756725",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/5c786919-e306-4df2-b8d2-3002bd8d4832.jpeg""}","2014-10-03 12:31:56 -0500"
"11777","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (300).JPG","3756726",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3ff40e8c-d63f-4a27-840e-7bbdded6f16f.jpeg""}","2011-01-11 00:45:27 -0600"
"11778","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (301).JPG","3756727",0.823529411764706,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/80352620-f115-41bf-a63b-99e8d0231ce7.jpeg""}","2011-01-11 01:51:17 -0600"
"11779","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (302).JPG","3756728",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/51e45d1e-ad4d-4be8-8ca5-4dcc0e5fa249.jpeg""}","2011-01-11 01:58:13 -0600"
"1178","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (212).JPG","3746127",1,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/cfda83e9-1799-4657-8f0f-4aca68c02bb2.jpeg""}","2014-10-13 05:38:55 -0500"
"11781","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (304).JPG","3756730",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3a0ab5b1-8cf3-48ca-a8a5-bd06ebf3e2be.jpeg""}","2011-01-11 03:20:11 -0600"
"11783","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (306).JPG","3756732",0.875,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e2402f20-2904-42d5-b730-4b2a62185c7a.jpeg""}","2011-01-11 04:57:04 -0600"
"11784","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (307).JPG","3756733",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2ed96793-d777-48f2-b005-fbb927c5df91.jpeg""}","2011-01-11 04:57:40 -0600"
"11785","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (308).JPG","3756734",0.758620689655172,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/18a0e6c9-b0b7-4104-9550-43c9f096ab20.jpeg""}","2011-01-11 05:48:53 -0600"
"11787","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (31).JPG","3756736",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/956e0cdc-12cc-4ea6-b003-1c3d55cb0806.jpeg""}","2014-10-03 13:41:10 -0500"
"11789","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (311).JPG","3756738",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c0748d1e-316e-416b-9aaa-471c6b09c1fe.jpeg""}","2011-01-11 22:51:48 -0600"
"1179","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (213).JPG","3746128",0.857142857142857,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a01aeb1b-730d-4a73-abd3-d9a54d5b5640.jpeg""}","2014-10-13 05:52:51 -0500"
"11790","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (312).JPG","3756739",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4e08bef6-af71-4283-a76b-bbc2f8e8f055.jpeg""}","2011-01-11 22:52:59 -0600"
"11798","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (32).JPG","3756747",0.875,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9f017ddb-59d2-4384-874b-c967b6f89388.jpeg""}","2014-10-03 14:44:52 -0500"
"11799","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (320).JPG","3756748",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a1a0cffb-95e0-45fc-83f6-e99840be0c32.jpeg""}","2011-01-12 05:10:05 -0600"
"118","BRD","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (158).JPG","3745067",1,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8aef1624-22b0-4b20-8e02-090dcc7c62d0.jpeg""}","2014-10-08 00:38:01 -0500"
"1180","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (214).JPG","3746129",0.714285714285714,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b6a51aa1-dc2f-4168-be2e-44cfe57c8900.jpeg""}","2014-10-13 08:51:16 -0500"
"11801","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (322).JPG","3756750",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4e5a7e39-08e0-46e9-9625-9126bd468826.jpeg""}","2011-01-12 08:12:38 -0600"
"11802","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (323).JPG","3756751",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e7c7020b-91b4-4ef4-b740-c249d0951432.jpeg""}","2011-01-12 08:18:43 -0600"
"11803","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (324).JPG","3756752",0.571428571428571,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ee357d4f-639a-4ab7-b764-cf0422711d56.jpeg""}","2011-01-12 23:31:51 -0600"
"11804","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (325).JPG","3756753",0.625,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7eabf3c7-248d-4472-8e69-fea56af976d7.jpeg""}","2011-01-12 23:35:55 -0600"
"11805","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (326).JPG","3756754",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/656f4f4b-0245-4c4b-8aea-784af3b40929.jpeg""}","2011-01-13 01:41:19 -0600"
"11806","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (327).JPG","3756755",0.714285714285714,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/467d12b2-c052-42f8-b4a0-ec9971ffe220.jpeg""}","2011-01-13 02:59:31 -0600"
"11813","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (333).JPG","3756762",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bcf8812f-20af-4381-b746-72756c6d8ad3.jpeg""}","2011-01-13 04:13:09 -0600"
"11816","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (336).JPG","3756765",0.714285714285714,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bb3db4d7-103d-4b72-bc9f-ac395947623c.jpeg""}","2011-01-13 05:52:44 -0600"
"11817","CT","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (337).JPG","3756766",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/33954224-dfe8-4aa8-ae25-0d906ade33f1.jpeg""}","2011-01-13 17:43:09 -0600"
"11818","CT","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (338).JPG","3756767",0.857142857142857,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a78900f9-62a9-4034-9ccb-85dcc943af80.jpeg""}","2011-01-13 17:43:39 -0600"
"11820","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (34).JPG","3756769",0.666666666666667,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/82e7c42a-099d-4719-8620-2fc3625d70a5.jpeg""}","2014-10-03 15:27:08 -0500"
"11823","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (36).JPG","3756772",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6eb80093-2292-42eb-851a-c162efeae856.jpeg""}","2014-10-03 15:38:35 -0500"
"11825","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (38).JPG","3756774",0.714285714285714,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bf704846-cce6-4fd6-9359-59c9256c3b97.jpeg""}","2014-10-03 17:12:50 -0500"
"11828","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (40).JPG","3756777",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c54ced1b-a91e-4798-b64f-71681fc53aa0.jpeg""}","2014-10-04 11:09:15 -0500"
"11829","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (41).JPG","3756778",0.714285714285714,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3bd1b62f-f9b6-4a81-98c3-81df97240e9e.jpeg""}","2014-10-04 11:28:24 -0500"
"1183","RBBT","Z:/TransectTrailCamPics/FA14/DPT/D02-JBS1/D02-JBS1-FA14 (217).JPG","3746132",0.571428571428571,"D02-JBS1",NA,NA,NA,NA,NA,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8a61f420-29f7-4b0d-9058-374e7e18fa7c.jpeg""}","2014-10-13 18:33:31 -0500"
"11830","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (42).JPG","3756779",1,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/5e038534-ed36-4a73-bff8-0cca65298986.jpeg""}","2014-10-04 11:52:56 -0500"
"11831","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D09-VTC1/D09-VTC1-FA14 (43).JPG","3756780",0.615384615384615,"D09-VTC1",423286,4672819,43576.228371,400.405739,38.338105,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/46a9ec93-4402-41a7-aac8-cee8e6bf6a51.jpeg""}","2014-10-04 11:53:28 -0500"
